"","annotation","subannotation"
"D17.B002438.3_38_F.1.1","stromal cells",NA
"F2.B002438.3_38_F.1.1","basal cells","Fos+"
"G8.B002438.3_38_F.1.1","basal cells","1"
"G7.B002438.3_38_F.1.1","basal cells","1"
"H11.B002438.3_38_F.1.1","luminal progenitors",NA
"I16.B002438.3_38_F.1.1","stromal cells",NA
"J21.B002438.3_38_F.1.1","endothelial cells",NA
"L5.B002438.3_38_F.1.1","basal cells","1"
"M9.B002438.3_38_F.1.1","basal cells",NA
"H12.B002438.3_38_F.1.1","luminal progenitors",NA
"B1.B002438.3_38_F.1.1","basal cells","1"
"C12.B002438.3_38_F.1.1","luminal progenitors",NA
"F3.B002438.3_38_F.1.1","basal cells","1"
"G9.B002438.3_38_F.1.1","basal cells","1"
"H13.B002438.3_38_F.1.1","luminal progenitors",NA
"I17.B002438.3_38_F.1.1","basal cells","Fos+"
"J22.B002438.3_38_F.1.1","basal cells","1"
"L6.B002438.3_38_F.1.1","basal cells","1"
"M10.B002438.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I18.B002438.3_38_F.1.1","stromal cells",NA
"B2.B002438.3_38_F.1.1","basal cells","1"
"C13.B002438.3_38_F.1.1","luminal progenitors",NA
"D19.B002438.3_38_F.1.1","stromal cells",NA
"H14.B002438.3_38_F.1.1","luminal progenitors",NA
"I19.B002438.3_38_F.1.1","stromal cells",NA
"K1.B002438.3_38_F.1.1","basal cells","Fos+"
"K3.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"L10.B002438.3_38_F.1.1","basal cells","Fos+"
"M12.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"L9.B002438.3_38_F.1.1","basal cells","1"
"M11.B002438.3_38_F.1.1","luminal progenitors",NA
"B4.B002438.3_38_F.1.1","basal cells","1"
"C14.B002438.3_38_F.1.1","luminal progenitors",NA
"D20.B002438.3_38_F.1.1","stromal cells",NA
"F6.B002438.3_38_F.1.1","basal cells","1"
"G11.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"H15.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"I20.B002438.3_38_F.1.1","stromal cells",NA
"K4.B002438.3_38_F.1.1","basal cells","1"
"L11.B002438.3_38_F.1.1","luminal progenitors",NA
"G12.B002438.3_38_F.1.1","luminal progenitors",NA
"H16.B002438.3_38_F.1.1","stromal cells",NA
"I21.B002438.3_38_F.1.1","basal cells","Fos+"
"K6.B002438.3_38_F.1.1","basal cells","Fos+"
"L12.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"B5.B002438.3_38_F.1.1","basal cells",NA
"C15.B002438.3_38_F.1.1","luminal progenitors",NA
"D21.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"F7.B002438.3_38_F.1.1","basal cells","1"
"K7.B002438.3_38_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"L13.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"B7.B002438.3_38_F.1.1","basal cells","1"
"C18.B002438.3_38_F.1.1","stromal cells",NA
"E1.B002438.3_38_F.1.1","basal cells","Chac1+Mthfd2+"
"F10.B002438.3_38_F.1.1","endothelial cells",NA
"C17.B002438.3_38_F.1.1","stromal cells",NA
"D22.B002438.3_38_F.1.1","basal cells","Fos+"
"F9.B002438.3_38_F.1.1","basal cells","1"
"G13.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"H17.B002438.3_38_F.1.1","stromal cells",NA
"I22.B002438.3_38_F.1.1","basal cells","1"
"G14.B002438.3_38_F.1.1","luminal progenitors",NA
"B11.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"C19.B002438.3_38_F.1.1","stromal cells",NA
"E3.B002438.3_38_F.1.1","basal cells","Fos+"
"F11.B002438.3_38_F.1.1","luminal progenitors",NA
"H20.B002438.3_38_F.1.1","stromal cells",NA
"G15.B002438.3_38_F.1.1","luminal progenitors",NA
"H21.B002438.3_38_F.1.1","basal cells",NA
"J2.B002438.3_38_F.1.1","basal cells","1"
"J1.B002438.3_38_F.1.1","basal cells","Fos+"
"K8.B002438.3_38_F.1.1","basal cells","1"
"L14.B002438.3_38_F.1.1","luminal progenitors",NA
"K9.B002438.3_38_F.1.1","basal cells","1"
"A5.B002438.3_38_F.1.1","basal cells","Fos+"
"B13.B002438.3_38_F.1.1","luminal progenitors",NA
"C20.B002438.3_38_F.1.1","stromal cells",NA
"E4.B002438.3_38_F.1.1","basal cells","1"
"F12.B002438.3_38_F.1.1","luminal progenitors",NA
"G17.B002438.3_38_F.1.1","stromal cells",NA
"H22.B002438.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J3.B002438.3_38_F.1.1","basal cells","1"
"K10.B002438.3_38_F.1.1","basal cells","1"
"L16.B002438.3_38_F.1.1","stromal cells",NA
"L15.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"B14.B002438.3_38_F.1.1","hormone responsive luminal cells",NA
"C21.B002438.3_38_F.1.1","endothelial cells",NA
"E5.B002438.3_38_F.1.1","basal cells","1"
"F13.B002438.3_38_F.1.1","luminal progenitors",NA
"G18.B002438.3_38_F.1.1","stromal cells",NA
"I1.B002438.3_38_F.1.1","basal cells","Fos+"
"J5.B002438.3_38_F.1.1","basal cells","1"
"K11.B002438.3_38_F.1.1","luminal progenitors",NA
"L17.B002438.3_38_F.1.1","stromal cells",NA
"A6.B002438.3_38_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"J7.B002438.3_38_F.1.1","basal cells","Fos+"
"K12.B002438.3_38_F.1.1","luminal progenitors",NA
"L18.B002438.3_38_F.1.1","stromal cells",NA
"A7.B002438.3_38_F.1.1","basal cells","1"
"B15.B002438.3_38_F.1.1","luminal progenitors",NA
"C22.B002438.3_38_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"E7.B002438.3_38_F.1.1","basal cells","1"
"F14.B002438.3_38_F.1.1","luminal progenitors",NA
"G19.B002438.3_38_F.1.1","stromal cells",NA
"I2.B002438.3_38_F.1.1","basal cells","1"
"M22.B002438.3_38_F.1.1","endothelial cells",NA
"O10.B002438.3_38_F.1.1","basal cells","2"
"P16.B002438.3_38_F.1.1","stromal cells",NA
"P20.B002438.3_38_F.1.1","stromal cells",NA
"O18.B002438.3_38_F.1.1","stromal cells",NA
"C13.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"C14.B000166.3_56_F.1.1","luminal progenitors",NA
"A11.B000166.3_56_F.1.1","luminal progenitors",NA
"A13.B000166.3_56_F.1.1","luminal progenitors",NA
"C16.B000166.3_56_F.1.1","endothelial cells",NA
"C15.B000166.3_56_F.1.1","luminal progenitors",NA
"A15.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"C17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C19.B000166.3_56_F.1.1","basal cells","1"
"A19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A21.B000166.3_56_F.1.1","basal cells","Fos+"
"A20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A22.B000166.3_56_F.1.1","stromal cells",NA
"B10.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B15.B000166.3_56_F.1.1","luminal progenitors",NA
"B11.B000166.3_56_F.1.1","luminal progenitors",NA
"B16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B17.B000166.3_56_F.1.1","basal cells","1"
"B20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B21.B000166.3_56_F.1.1","stromal cells",NA
"C9.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B22.B000166.3_56_F.1.1","stromal cells",NA
"C10.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C12.B000166.3_56_F.1.1","luminal progenitors",NA
"E13.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"G10.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K22.B000166.3_56_F.1.1","endothelial cells",NA
"P12.B000166.3_56_F.1.1","luminal progenitors",NA
"I15.B000166.3_56_F.1.1","luminal progenitors",NA
"E14.B000166.3_56_F.1.1","luminal progenitors",NA
"G11.B000166.3_56_F.1.1","luminal progenitors",NA
"I16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N11.B000166.3_56_F.1.1","luminal progenitors",NA
"P13.B000166.3_56_F.1.1","luminal progenitors",NA
"E15.B000166.3_56_F.1.1","luminal progenitors",NA
"G12.B000166.3_56_F.1.1","luminal progenitors",NA
"I17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N12.B000166.3_56_F.1.1","luminal progenitors",NA
"P14.B000166.3_56_F.1.1","luminal progenitors",NA
"E16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G13.B000166.3_56_F.1.1","luminal progenitors",NA
"I18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N14.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"P15.B000166.3_56_F.1.1","luminal progenitors",NA
"E17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G14.B000166.3_56_F.1.1","luminal progenitors",NA
"I20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L13.B000166.3_56_F.1.1","luminal progenitors",NA
"N16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E18.B000166.3_56_F.1.1","basal cells","1"
"G15.B000166.3_56_F.1.1","luminal progenitors",NA
"I21.B000166.3_56_F.1.1","stromal cells",NA
"N17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"I22.B000166.3_56_F.1.1","stromal cells",NA
"N18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J10.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E22.B000166.3_56_F.1.1","stromal cells",NA
"G19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J11.B000166.3_56_F.1.1","luminal progenitors",NA
"L19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C21.B000166.3_56_F.1.1","stromal cells",NA
"N20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F9.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C22.B000166.3_56_F.1.1","stromal cells",NA
"F10.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H11.B000166.3_56_F.1.1","luminal progenitors",NA
"J16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J12.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"L20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N21.B000166.3_56_F.1.1","stromal cells",NA
"P21.B000166.3_56_F.1.1","stromal cells",NA
"L21.B000166.3_56_F.1.1","stromal cells",NA
"D9.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F11.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"H12.B000166.3_56_F.1.1","luminal progenitors",NA
"J17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N22.B000166.3_56_F.1.1","stromal cells",NA
"L22.B000166.3_56_F.1.1","stromal cells",NA
"D10.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F12.B000166.3_56_F.1.1","luminal progenitors",NA
"H13.B000166.3_56_F.1.1","luminal progenitors",NA
"J19.B000166.3_56_F.1.1","basal cells","Fos+"
"D11.B000166.3_56_F.1.1","luminal progenitors",NA
"F13.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"H15.B000166.3_56_F.1.1","luminal progenitors",NA
"J20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M13.B000166.3_56_F.1.1","luminal progenitors",NA
"O11.B000166.3_56_F.1.1","luminal progenitors",NA
"O13.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"D12.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"F14.B000166.3_56_F.1.1","luminal progenitors",NA
"H16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M14.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"O15.B000166.3_56_F.1.1","luminal progenitors",NA
"D15.B000166.3_56_F.1.1","luminal progenitors",NA
"F15.B000166.3_56_F.1.1","luminal progenitors",NA
"H17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M15.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"O16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K12.B000166.3_56_F.1.1","luminal progenitors",NA
"M16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F16.B000166.3_56_F.1.1","endothelial cells",NA
"H18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K13.B000166.3_56_F.1.1","luminal progenitors",NA
"M18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F18.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H21.B000166.3_56_F.1.1","stromal cells",NA
"M19.B000166.3_56_F.1.1","basal cells","Fos+"
"O19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H22.B000166.3_56_F.1.1","stromal cells",NA
"K15.B000166.3_56_F.1.1","luminal progenitors",NA
"M20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E8.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F20.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K16.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M21.B000166.3_56_F.1.1","stromal cells",NA
"O21.B000166.3_56_F.1.1","stromal cells",NA
"E9.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F21.B000166.3_56_F.1.1","stromal cells",NA
"I12.B000166.3_56_F.1.1","luminal progenitors",NA
"K17.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M22.B000166.3_56_F.1.1","stromal cells",NA
"E11.B000166.3_56_F.1.1","luminal progenitors",NA
"F22.B000166.3_56_F.1.1","stromal cells",NA
"I13.B000166.3_56_F.1.1","hormone responsive luminal cells",NA
"K19.B000166.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E12.B000166.3_56_F.1.1","luminal progenitors",NA
"I14.B000166.3_56_F.1.1","luminal progenitors",NA
"K21.B000166.3_56_F.1.1","stromal cells",NA
"P11.B000166.3_56_F.1.1","luminal progenitors",NA
"A17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C5.B000167.3_56_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"D16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F12.B000167.3_56_F.1.1","luminal progenitors",NA
"H3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C9.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"I18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F14.B000167.3_56_F.1.1","luminal progenitors",NA
"H7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"I19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K11.B000167.3_56_F.1.1","luminal progenitors",NA
"M2.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P8.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F15.B000167.3_56_F.1.1","luminal progenitors",NA
"H8.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"I20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K12.B000167.3_56_F.1.1","luminal progenitors",NA
"M3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N21.B000167.3_56_F.1.1","stromal cells",NA
"P9.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"A20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C11.B000167.3_56_F.1.1","luminal progenitors",NA
"D19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H9.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K14.B000167.3_56_F.1.1","hormone responsive luminal cells",NA
"M4.B000167.3_56_F.1.1","basal cells","Ifgbp2+Igfbp4"
"N22.B000167.3_56_F.1.1","stromal cells",NA
"P10.B000167.3_56_F.1.1","luminal progenitors",NA
"I21.B000167.3_56_F.1.1","stromal cells",NA
"C12.B000167.3_56_F.1.1","luminal progenitors",NA
"D20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"I22.B000167.3_56_F.1.1","stromal cells",NA
"K15.B000167.3_56_F.1.1","luminal progenitors",NA
"O1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P11.B000167.3_56_F.1.1","luminal progenitors",NA
"B1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C13.B000167.3_56_F.1.1","luminal progenitors",NA
"M5.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H11.B000167.3_56_F.1.1","luminal progenitors",NA
"K16.B000167.3_56_F.1.1","basal cells","1"
"M11.B000167.3_56_F.1.1","luminal progenitors",NA
"O2.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P12.B000167.3_56_F.1.1","luminal progenitors",NA
"D21.B000167.3_56_F.1.1","stromal cells",NA
"C17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F21.B000167.3_56_F.1.1","stromal cells",NA
"H12.B000167.3_56_F.1.1","hormone responsive luminal cells",NA
"J4.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P14.B000167.3_56_F.1.1","luminal progenitors",NA
"B5.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M12.B000167.3_56_F.1.1","luminal progenitors",NA
"O3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J5.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M13.B000167.3_56_F.1.1","luminal progenitors",NA
"O4.B000167.3_56_F.1.1","basal cells","1"
"P15.B000167.3_56_F.1.1","luminal progenitors",NA
"H14.B000167.3_56_F.1.1","luminal progenitors",NA
"C19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E4.B000167.3_56_F.1.1","endothelial cells",NA
"G2.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H15.B000167.3_56_F.1.1","luminal progenitors",NA
"J7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K22.B000167.3_56_F.1.1","stromal cells",NA
"M14.B000167.3_56_F.1.1","hormone responsive luminal cells",NA
"O7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"P16.B000167.3_56_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J8.B000167.3_56_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"M16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O8.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B8.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G4.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L2.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O11.B000167.3_56_F.1.1","luminal progenitors",NA
"A1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"C21.B000167.3_56_F.1.1","stromal cells",NA
"E12.B000167.3_56_F.1.1","luminal progenitors",NA
"G5.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J14.B000167.3_56_F.1.1","hormone responsive luminal cells",NA
"L5.B000167.3_56_F.1.1","endothelial cells",NA
"M19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O13.B000167.3_56_F.1.1","luminal progenitors",NA
"B11.B000167.3_56_F.1.1","luminal progenitors",NA
"C22.B000167.3_56_F.1.1","stromal cells",NA
"G7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"H20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J15.B000167.3_56_F.1.1","luminal progenitors",NA
"L9.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"M20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O14.B000167.3_56_F.1.1","luminal progenitors",NA
"B12.B000167.3_56_F.1.1","luminal progenitors",NA
"E13.B000167.3_56_F.1.1","luminal progenitors",NA
"E16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G8.B000167.3_56_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"H21.B000167.3_56_F.1.1","stromal cells",NA
"J16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O15.B000167.3_56_F.1.1","luminal progenitors",NA
"B14.B000167.3_56_F.1.1","hormone responsive luminal cells",NA
"B15.B000167.3_56_F.1.1","luminal progenitors",NA
"D3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G9.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L11.B000167.3_56_F.1.1","luminal progenitors",NA
"A6.B000167.3_56_F.1.1","basal cells","Fos+"
"B16.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D4.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E21.B000167.3_56_F.1.1","stromal cells",NA
"G10.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"I4.B000167.3_56_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L12.B000167.3_56_F.1.1","luminal progenitors",NA
"A7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D6.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"E22.B000167.3_56_F.1.1","stromal cells",NA
"G11.B000167.3_56_F.1.1","luminal progenitors",NA
"I5.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"J21.B000167.3_56_F.1.1","stromal cells",NA
"O19.B000167.3_56_F.1.1","endothelial cells",NA
"L14.B000167.3_56_F.1.1","luminal progenitors",NA
"B18.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"D7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G12.B000167.3_56_F.1.1","luminal progenitors",NA
"I7.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"N5.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O20.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"K1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"B19.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"L15.B000167.3_56_F.1.1","hormone responsive luminal cells",NA
"N6.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"O21.B000167.3_56_F.1.1","stromal cells",NA
"D9.B000167.3_56_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"P1.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"F3.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
"G17.B000167.3_56_F.1.1","basal cells","Chac1+Mthfd2+"
