"","annotation","subannotation"
"F11.B002433.3_38_F.1.1","luminal progenitors",NA
"A18.B002433.3_38_F.1.1","stromal cells",NA
"K12.B002433.3_38_F.1.1","luminal progenitors",NA
"L19.B002433.3_38_F.1.1","stromal cells",NA
"N3.B002433.3_38_F.1.1","basal cells","Fos+"
"O8.B002433.3_38_F.1.1","basal cells","1"
"P11.B002433.3_38_F.1.1","luminal progenitors",NA
"B21.B002433.3_38_F.1.1","basal cells","1"
"A19.B002433.3_38_F.1.1","stromal cells",NA
"D5.B002433.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"D4.B002433.3_38_F.1.1","basal cells","1"
"E6.B002433.3_38_F.1.1","basal cells","Fos+"
"F13.B002433.3_38_F.1.1","luminal progenitors",NA
"G16.B002433.3_38_F.1.1","stromal cells",NA
"I1.B002433.3_38_F.1.1","basal cells","2"
"J6.B002433.3_38_F.1.1","basal cells","2"
"E7.B002433.3_38_F.1.1","basal cells","Fos+"
"P12.B002433.3_38_F.1.1","luminal progenitors",NA
"A20.B002433.3_38_F.1.1","stromal cells",NA
"C1.B002433.3_38_F.1.1","basal cells","1"
"D6.B002433.3_38_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E9.B002433.3_38_F.1.1","basal cells","Fos+"
"F15.B002433.3_38_F.1.1","luminal progenitors",NA
"F14.B002433.3_38_F.1.1","luminal progenitors",NA
"G18.B002433.3_38_F.1.1","stromal cells",NA
"I3.B002433.3_38_F.1.1","basal cells","1"
"J8.B002433.3_38_F.1.1","basal cells","1"
"G17.B002433.3_38_F.1.1","stromal cells",NA
"I2.B002433.3_38_F.1.1","basal cells","1"
"J7.B002433.3_38_F.1.1","basal cells","1"
"K13.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"L20.B002433.3_38_F.1.1","stromal cells",NA
"N4.B002433.3_38_F.1.1","basal cells","1"
"O9.B002433.3_38_F.1.1","basal cells","1"
"K14.B002433.3_38_F.1.1","luminal progenitors",NA
"C2.B002433.3_38_F.1.1","basal cells","1"
"D7.B002433.3_38_F.1.1","basal cells","1"
"E10.B002433.3_38_F.1.1","basal cells","Fos+"
"F16.B002433.3_38_F.1.1","stromal cells",NA
"G19.B002433.3_38_F.1.1","stromal cells",NA
"I5.B002433.3_38_F.1.1","basal cells","1"
"J9.B002433.3_38_F.1.1","basal cells","1"
"K15.B002433.3_38_F.1.1","endothelial cells",NA
"M1.B002433.3_38_F.1.1","basal cells","Fos+"
"N7.B002433.3_38_F.1.1","basal cells","1"
"L22.B002433.3_38_F.1.1","basal cells","Fos+"
"O11.B002433.3_38_F.1.1","luminal progenitors",NA
"P14.B002433.3_38_F.1.1","luminal progenitors",NA
"N6.B002433.3_38_F.1.1","basal cells","1"
"O10.B002433.3_38_F.1.1","basal cells","Fos+"
"P13.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"A21.B002433.3_38_F.1.1","basal cells","1"
"F17.B002433.3_38_F.1.1","stromal cells",NA
"G20.B002433.3_38_F.1.1","stromal cells",NA
"I6.B002433.3_38_F.1.1","basal cells","1"
"J10.B002433.3_38_F.1.1","basal cells","1"
"K16.B002433.3_38_F.1.1","stromal cells",NA
"M2.B002433.3_38_F.1.1","basal cells","Fos+"
"N8.B002433.3_38_F.1.1","basal cells","Fos+"
"O12.B002433.3_38_F.1.1","luminal progenitors",NA
"P15.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"A22.B002433.3_38_F.1.1","basal cells","1"
"C3.B002433.3_38_F.1.1","basal cells","1"
"D8.B002433.3_38_F.1.1","basal cells","Fos+"
"E11.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"K18.B002433.3_38_F.1.1","stromal cells",NA
"M3.B002433.3_38_F.1.1","basal cells","Fos+"
"N9.B002433.3_38_F.1.1","basal cells","1"
"O13.B002433.3_38_F.1.1","luminal progenitors",NA
"P16.B002433.3_38_F.1.1","stromal cells",NA
"B3.B002433.3_38_F.1.1","basal cells","1"
"C4.B002433.3_38_F.1.1","basal cells","1"
"C5.B002433.3_38_F.1.1","basal cells","1"
"D10.B002433.3_38_F.1.1","basal cells","1"
"E13.B002433.3_38_F.1.1","luminal progenitors",NA
"D9.B002433.3_38_F.1.1","basal cells","1"
"E12.B002433.3_38_F.1.1","luminal progenitors",NA
"F19.B002433.3_38_F.1.1","stromal cells",NA
"G21.B002433.3_38_F.1.1","basal cells","Fos+"
"I7.B002433.3_38_F.1.1","basal cells",NA
"J11.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"F20.B002433.3_38_F.1.1","stromal cells",NA
"C6.B002433.3_38_F.1.1","basal cells","1"
"D11.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"E15.B002433.3_38_F.1.1","luminal progenitors",NA
"F21.B002433.3_38_F.1.1","basal cells","1"
"H1.B002433.3_38_F.1.1","basal cells","Fos+"
"I9.B002433.3_38_F.1.1","basal cells",NA
"G22.B002433.3_38_F.1.1","basal cells","1"
"J13.B002433.3_38_F.1.1","luminal progenitors",NA
"K21.B002433.3_38_F.1.1","basal cells","1"
"M6.B002433.3_38_F.1.1","basal cells","1"
"I8.B002433.3_38_F.1.1","basal cells","Fos+"
"J12.B002433.3_38_F.1.1","luminal progenitors",NA
"K20.B002433.3_38_F.1.1","stromal cells",NA
"M5.B002433.3_38_F.1.1","basal cells","Fos+"
"N11.B002433.3_38_F.1.1","luminal progenitors",NA
"O14.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"P17.B002433.3_38_F.1.1","stromal cells",NA
"N12.B002433.3_38_F.1.1","hormone responsive luminal cells",NA
"E16.B002433.3_38_F.1.1","stromal cells",NA
"F22.B002433.3_38_F.1.1","basal cells","1"
"H2.B002433.3_38_F.1.1","basal cells","1"
"I10.B002433.3_38_F.1.1","basal cells","1"
"J14.B002433.3_38_F.1.1","luminal progenitors",NA
"K22.B002433.3_38_F.1.1","basal cells","1"
"M7.B002433.3_38_F.1.1","basal cells","1"
"N13.B002433.3_38_F.1.1","luminal progenitors",NA
"O16.B002433.3_38_F.1.1","stromal cells",NA
"O15.B002433.3_38_F.1.1","luminal progenitors",NA
"P19.B002433.3_38_F.1.1","stromal cells",NA
"P18.B002433.3_38_F.1.1","stromal cells",NA
"B5.B002433.3_38_F.1.1","basal cells","1"
"C7.B002433.3_38_F.1.1","basal cells","Fos+"
"D12.B002433.3_38_F.1.1","luminal progenitors",NA
"D5.B002435.3_39_F.1.1","basal cells","2"
"B18.B002435.3_39_F.1.1","stromal cells",NA
"A3.B002435.3_39_F.1.1","basal cells","Fos+"
"B20.B002435.3_39_F.1.1","stromal cells",NA
"D7.B002435.3_39_F.1.1","basal cells","2"
"E21.B002435.3_39_F.1.1","basal cells","Fos+"
"B21.B002435.3_39_F.1.1","basal cells","2"
"B22.B002435.3_39_F.1.1","basal cells","2"
"D10.B002435.3_39_F.1.1","basal cells","Cxcl2+Vcam+Procr+"
"F2.B002435.3_39_F.1.1","basal cells","Fos+"
"D9.B002435.3_39_F.1.1","basal cells","1"
"G19.B002435.3_39_F.1.1","stromal cells",NA
"A6.B002435.3_39_F.1.1","basal cells","2"
"C1.B002435.3_39_F.1.1","basal cells","2"
"D12.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"F3.B002435.3_39_F.1.1","luminal progenitors",NA
"G22.B002435.3_39_F.1.1","basal cells","2"
"D13.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"A9.B002435.3_39_F.1.1","basal cells","2"
"D15.B002435.3_39_F.1.1","luminal progenitors",NA
"H3.B002435.3_39_F.1.1","basal cells","2"
"A10.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"C4.B002435.3_39_F.1.1","basal cells","2"
"D17.B002435.3_39_F.1.1","stromal cells",NA
"A13.B002435.3_39_F.1.1","luminal progenitors",NA
"C5.B002435.3_39_F.1.1","basal cells","2"
"D19.B002435.3_39_F.1.1","stromal cells",NA
"H6.B002435.3_39_F.1.1","basal cells","2"
"A14.B002435.3_39_F.1.1","luminal progenitors",NA
"C6.B002435.3_39_F.1.1","basal cells","2"
"D21.B002435.3_39_F.1.1","basal cells","2"
"A15.B002435.3_39_F.1.1","luminal progenitors",NA
"F9.B002435.3_39_F.1.1","basal cells","2"
"A18.B002435.3_39_F.1.1","stromal cells",NA
"C8.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E3.B002435.3_39_F.1.1","basal cells","2"
"F12.B002435.3_39_F.1.1","luminal progenitors",NA
"C10.B002435.3_39_F.1.1","basal cells","2"
"A21.B002435.3_39_F.1.1","basal cells","2"
"H13.B002435.3_39_F.1.1","endothelial cells",NA
"A22.B002435.3_39_F.1.1","basal cells","2"
"C11.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"E6.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"F16.B002435.3_39_F.1.1","stromal cells",NA
"B3.B002435.3_39_F.1.1","basal cells","2"
"C14.B002435.3_39_F.1.1","endothelial cells",NA
"C12.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"F18.B002435.3_39_F.1.1","stromal cells",NA
"E8.B002435.3_39_F.1.1","basal cells","2"
"B4.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"C16.B002435.3_39_F.1.1","stromal cells",NA
"E11.B002435.3_39_F.1.1","luminal progenitors",NA
"F20.B002435.3_39_F.1.1","stromal cells",NA
"F22.B002435.3_39_F.1.1","basal cells","1"
"B6.B002435.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"C18.B002435.3_39_F.1.1","stromal cells",NA
"E12.B002435.3_39_F.1.1","basal cells",NA
"B7.B002435.3_39_F.1.1","basal cells","Fos+"
"C19.B002435.3_39_F.1.1","stromal cells",NA
"E13.B002435.3_39_F.1.1","luminal progenitors",NA
"B10.B002435.3_39_F.1.1","basal cells","2"
"C20.B002435.3_39_F.1.1","stromal cells",NA
"G3.B002435.3_39_F.1.1","basal cells","2"
"E14.B002435.3_39_F.1.1","luminal progenitors",NA
"G7.B002435.3_39_F.1.1","basal cells","2"
"B14.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"C22.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"E15.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"G8.B002435.3_39_F.1.1","basal cells","2"
"B15.B002435.3_39_F.1.1","luminal progenitors",NA
"D2.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"G12.B002435.3_39_F.1.1","luminal progenitors",NA
"E17.B002435.3_39_F.1.1","stromal cells",NA
"G14.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"B16.B002435.3_39_F.1.1","stromal cells",NA
"D4.B002435.3_39_F.1.1","basal cells","2"
"G15.B002435.3_39_F.1.1","luminal progenitors",NA
"I7.B002435.3_39_F.1.1","basal cells","2"
"J19.B002435.3_39_F.1.1","stromal cells",NA
"L7.B002435.3_39_F.1.1","endothelial cells",NA
"M13.B002435.3_39_F.1.1","luminal progenitors",NA
"I9.B002435.3_39_F.1.1","basal cells","2"
"N18.B002435.3_39_F.1.1","stromal cells",NA
"J20.B002435.3_39_F.1.1","basal cells",NA
"L8.B002435.3_39_F.1.1","basal cells","1"
"M14.B002435.3_39_F.1.1","luminal progenitors",NA
"P1.B002435.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"N19.B002435.3_39_F.1.1","stromal cells",NA
"I11.B002435.3_39_F.1.1","luminal progenitors",NA
"M15.B002435.3_39_F.1.1","luminal progenitors",NA
"P2.B002435.3_39_F.1.1","basal cells","2"
"N20.B002435.3_39_F.1.1","stromal cells",NA
"I13.B002435.3_39_F.1.1","luminal progenitors",NA
"J22.B002435.3_39_F.1.1","basal cells","1"
"L11.B002435.3_39_F.1.1","luminal progenitors",NA
"M16.B002435.3_39_F.1.1","stromal cells",NA
"P3.B002435.3_39_F.1.1","basal cells","2"
"N21.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I15.B002435.3_39_F.1.1","luminal progenitors",NA
"K1.B002435.3_39_F.1.1","basal cells","2"
"L12.B002435.3_39_F.1.1","luminal progenitors",NA
"M18.B002435.3_39_F.1.1","basal cells",NA
"P4.B002435.3_39_F.1.1","basal cells","2"
"N22.B002435.3_39_F.1.1","basal cells","2"
"P5.B002435.3_39_F.1.1","basal cells","2"
"I16.B002435.3_39_F.1.1","stromal cells",NA
"K3.B002435.3_39_F.1.1","basal cells","Fos+"
"L13.B002435.3_39_F.1.1","luminal progenitors",NA
"M19.B002435.3_39_F.1.1","stromal cells",NA
"P6.B002435.3_39_F.1.1","basal cells","2"
"K4.B002435.3_39_F.1.1","basal cells","1"
"M20.B002435.3_39_F.1.1","stromal cells",NA
"O2.B002435.3_39_F.1.1","basal cells","2"
"P7.B002435.3_39_F.1.1","basal cells","2"
"I17.B002435.3_39_F.1.1","stromal cells",NA
"O4.B002435.3_39_F.1.1","basal cells","2"
"I18.B002435.3_39_F.1.1","stromal cells",NA
"K6.B002435.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"M21.B002435.3_39_F.1.1","basal cells","2"
"I19.B002435.3_39_F.1.1","stromal cells",NA
"K10.B002435.3_39_F.1.1","basal cells","2"
"K9.B002435.3_39_F.1.1","basal cells","2"
"L17.B002435.3_39_F.1.1","stromal cells",NA
"N2.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"O6.B002435.3_39_F.1.1","basal cells","2"
"L16.B002435.3_39_F.1.1","stromal cells",NA
"M22.B002435.3_39_F.1.1","basal cells","1"
"O5.B002435.3_39_F.1.1","basal cells","2"
"P9.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I21.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"K12.B002435.3_39_F.1.1","luminal progenitors",NA
"L18.B002435.3_39_F.1.1","stromal cells",NA
"N3.B002435.3_39_F.1.1","basal cells","2"
"O8.B002435.3_39_F.1.1","basal cells","1"
"P11.B002435.3_39_F.1.1","luminal progenitors",NA
"P10.B002435.3_39_F.1.1","basal cells","2"
"I22.B002435.3_39_F.1.1","endothelial cells",NA
"K13.B002435.3_39_F.1.1","luminal progenitors",NA
"L19.B002435.3_39_F.1.1","stromal cells",NA
"N4.B002435.3_39_F.1.1","basal cells","2"
"O9.B002435.3_39_F.1.1","basal cells","2"
"P12.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"J1.B002435.3_39_F.1.1","basal cells","2"
"K14.B002435.3_39_F.1.1","luminal progenitors",NA
"N5.B002435.3_39_F.1.1","basal cells","2"
"O10.B002435.3_39_F.1.1","basal cells","2"
"P13.B002435.3_39_F.1.1","luminal progenitors",NA
"J3.B002435.3_39_F.1.1","basal cells","2"
"K15.B002435.3_39_F.1.1","luminal progenitors",NA
"L21.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"N6.B002435.3_39_F.1.1","basal cells","2"
"O11.B002435.3_39_F.1.1","luminal progenitors",NA
"P14.B002435.3_39_F.1.1","luminal progenitors",NA
"J4.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"K17.B002435.3_39_F.1.1","stromal cells",NA
"L22.B002435.3_39_F.1.1","basal cells","2"
"N7.B002435.3_39_F.1.1","basal cells","2"
"O12.B002435.3_39_F.1.1","luminal progenitors",NA
"N8.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"O13.B002435.3_39_F.1.1","luminal progenitors",NA
"J5.B002435.3_39_F.1.1","basal cells","1"
"H21.B002435.3_39_F.1.1","basal cells","2"
"J9.B002435.3_39_F.1.1","basal cells","1"
"J8.B002435.3_39_F.1.1","basal cells","Fos+"
"K19.B002435.3_39_F.1.1","stromal cells",NA
"M3.B002435.3_39_F.1.1","basal cells","2"
"N9.B002435.3_39_F.1.1","basal cells","2"
"O14.B002435.3_39_F.1.1","luminal progenitors",NA
"P17.B002435.3_39_F.1.1","basal cells","1"
"M4.B002435.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"H22.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J11.B002435.3_39_F.1.1","luminal progenitors",NA
"K21.B002435.3_39_F.1.1","basal cells","Fos+"
"N10.B002435.3_39_F.1.1","basal cells","2"
"M5.B002435.3_39_F.1.1","basal cells","2"
"N11.B002435.3_39_F.1.1","luminal progenitors",NA
"O16.B002435.3_39_F.1.1","stromal cells",NA
"O15.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"P19.B002435.3_39_F.1.1","stromal cells",NA
"P20.B002435.3_39_F.1.1","stromal cells",NA
"K22.B002435.3_39_F.1.1","basal cells","2"
"M6.B002435.3_39_F.1.1","basal cells","2"
"N12.B002435.3_39_F.1.1","luminal progenitors",NA
"O18.B002435.3_39_F.1.1","stromal cells",NA
"P21.B002435.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"L1.B002435.3_39_F.1.1","basal cells","2"
"M7.B002435.3_39_F.1.1","basal cells","2"
"N13.B002435.3_39_F.1.1","luminal progenitors",NA
"O19.B002435.3_39_F.1.1","stromal cells",NA
"P22.B002435.3_39_F.1.1","endothelial cells",NA
"I2.B002435.3_39_F.1.1","basal cells","2"
"J14.B002435.3_39_F.1.1","hormone responsive luminal cells",NA
"O20.B002435.3_39_F.1.1","stromal cells",NA
"I3.B002435.3_39_F.1.1","basal cells","2"
"J15.B002435.3_39_F.1.1","luminal progenitors",NA
"M8.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"N15.B002435.3_39_F.1.1","luminal progenitors",NA
"I5.B002435.3_39_F.1.1","basal cells","2"
"I6.B002435.3_39_F.1.1","basal cells","2"
"J18.B002435.3_39_F.1.1","stromal cells",NA
"L6.B002435.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"M11.B002435.3_39_F.1.1","luminal progenitors",NA
"L4.B002435.3_39_F.1.1","basal cells","2"
"M10.B002435.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"O21.B002435.3_39_F.1.1","basal cells","2"
"N17.B002435.3_39_F.1.1","stromal cells",NA
"O22.B002435.3_39_F.1.1","basal cells","2"
"D10.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"B4.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"C8.B002436.3_39_F.1.1","basal cells","2"
"B5.B002436.3_39_F.1.1","basal cells","2"
"B6.B002436.3_39_F.1.1","basal cells","2"
"C10.B002436.3_39_F.1.1","basal cells","2"
"C9.B002436.3_39_F.1.1","basal cells","2"
"D11.B002436.3_39_F.1.1","luminal progenitors",NA
"D13.B002436.3_39_F.1.1","luminal progenitors",NA
"A3.B002436.3_39_F.1.1","basal cells","2"
"C11.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"D14.B002436.3_39_F.1.1","luminal progenitors",NA
"B8.B002436.3_39_F.1.1","basal cells","1"
"C12.B002436.3_39_F.1.1","luminal progenitors",NA
"D15.B002436.3_39_F.1.1","luminal progenitors",NA
"A4.B002436.3_39_F.1.1","basal cells","2"
"A5.B002436.3_39_F.1.1","basal cells","2"
"B10.B002436.3_39_F.1.1","basal cells","2"
"C13.B002436.3_39_F.1.1","luminal progenitors",NA
"D16.B002436.3_39_F.1.1","stromal cells",NA
"A7.B002436.3_39_F.1.1","basal cells","2"
"B13.B002436.3_39_F.1.1","luminal progenitors",NA
"A6.B002436.3_39_F.1.1","basal cells","2"
"C15.B002436.3_39_F.1.1","luminal progenitors",NA
"D18.B002436.3_39_F.1.1","stromal cells",NA
"B12.B002436.3_39_F.1.1","luminal progenitors",NA
"C14.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"D17.B002436.3_39_F.1.1","stromal cells",NA
"A9.B002436.3_39_F.1.1","basal cells","Fos+"
"B14.B002436.3_39_F.1.1","luminal progenitors",NA
"C16.B002436.3_39_F.1.1","stromal cells",NA
"D19.B002436.3_39_F.1.1","stromal cells",NA
"A10.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"B15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"C17.B002436.3_39_F.1.1","stromal cells",NA
"D20.B002436.3_39_F.1.1","stromal cells",NA
"C18.B002436.3_39_F.1.1","stromal cells",NA
"D21.B002436.3_39_F.1.1","basal cells","2"
"A11.B002436.3_39_F.1.1","luminal progenitors",NA
"B16.B002436.3_39_F.1.1","stromal cells",NA
"A12.B002436.3_39_F.1.1","luminal progenitors",NA
"B17.B002436.3_39_F.1.1","stromal cells",NA
"C19.B002436.3_39_F.1.1","stromal cells",NA
"D22.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"A13.B002436.3_39_F.1.1","luminal progenitors",NA
"B18.B002436.3_39_F.1.1","stromal cells",NA
"C20.B002436.3_39_F.1.1","stromal cells",NA
"E1.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"A14.B002436.3_39_F.1.1","luminal progenitors",NA
"A15.B002436.3_39_F.1.1","luminal progenitors",NA
"B20.B002436.3_39_F.1.1","stromal cells",NA
"B19.B002436.3_39_F.1.1","stromal cells",NA
"C22.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"C21.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"A16.B002436.3_39_F.1.1","stromal cells",NA
"A17.B002436.3_39_F.1.1","stromal cells",NA
"B22.B002436.3_39_F.1.1","basal cells","2"
"D2.B002436.3_39_F.1.1","basal cells","2"
"A19.B002436.3_39_F.1.1","stromal cells",NA
"A18.B002436.3_39_F.1.1","stromal cells",NA
"D3.B002436.3_39_F.1.1","basal cells","2"
"A20.B002436.3_39_F.1.1","stromal cells",NA
"D5.B002436.3_39_F.1.1","basal cells","2"
"C2.B002436.3_39_F.1.1","basal cells","2"
"D4.B002436.3_39_F.1.1","basal cells","2"
"A21.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"C4.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"D6.B002436.3_39_F.1.1","basal cells","2"
"A22.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"C5.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"D7.B002436.3_39_F.1.1","basal cells",NA
"C7.B002436.3_39_F.1.1","basal cells","2"
"B2.B002436.3_39_F.1.1","basal cells","2"
"C6.B002436.3_39_F.1.1","basal cells","2"
"D8.B002436.3_39_F.1.1","basal cells","1"
"D9.B002436.3_39_F.1.1","basal cells","2"
"O3.B002436.3_39_F.1.1","basal cells","2"
"P8.B002436.3_39_F.1.1","basal cells","2"
"E13.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"E12.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"F18.B002436.3_39_F.1.1","stromal cells",NA
"G21.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"I1.B002436.3_39_F.1.1","basal cells","Fos+"
"F16.B002436.3_39_F.1.1","stromal cells",NA
"G20.B002436.3_39_F.1.1","stromal cells",NA
"H22.B002436.3_39_F.1.1","basal cells","1"
"J4.B002436.3_39_F.1.1","basal cells","2"
"K12.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"L16.B002436.3_39_F.1.1","stromal cells",NA
"M21.B002436.3_39_F.1.1","basal cells","2"
"J7.B002436.3_39_F.1.1","basal cells","1"
"E14.B002436.3_39_F.1.1","luminal progenitors",NA
"F19.B002436.3_39_F.1.1","stromal cells",NA
"G22.B002436.3_39_F.1.1","basal cells","2"
"I2.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J8.B002436.3_39_F.1.1","basal cells","2"
"K13.B002436.3_39_F.1.1","luminal progenitors",NA
"K15.B002436.3_39_F.1.1","luminal progenitors",NA
"L19.B002436.3_39_F.1.1","stromal cells",NA
"N2.B002436.3_39_F.1.1","basal cells","2"
"L17.B002436.3_39_F.1.1","stromal cells",NA
"O4.B002436.3_39_F.1.1","basal cells","1"
"P9.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"O5.B002436.3_39_F.1.1","basal cells","2"
"F20.B002436.3_39_F.1.1","stromal cells",NA
"H1.B002436.3_39_F.1.1","basal cells","2"
"J9.B002436.3_39_F.1.1","basal cells","2"
"K16.B002436.3_39_F.1.1","stromal cells",NA
"L20.B002436.3_39_F.1.1","stromal cells",NA
"N3.B002436.3_39_F.1.1","basal cells","Fos+"
"O6.B002436.3_39_F.1.1","basal cells","2"
"P11.B002436.3_39_F.1.1","luminal progenitors",NA
"P10.B002436.3_39_F.1.1","basal cells","2"
"E15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"L21.B002436.3_39_F.1.1","basal cells","2"
"N4.B002436.3_39_F.1.1","basal cells","2"
"O7.B002436.3_39_F.1.1","basal cells","2"
"P12.B002436.3_39_F.1.1","luminal progenitors",NA
"E17.B002436.3_39_F.1.1","stromal cells",NA
"F22.B002436.3_39_F.1.1","endothelial cells",NA
"H3.B002436.3_39_F.1.1","basal cells","2"
"E16.B002436.3_39_F.1.1","stromal cells",NA
"F21.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"H2.B002436.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"I4.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"J10.B002436.3_39_F.1.1","basal cells","Ifgbp2+Igfbp4"
"K17.B002436.3_39_F.1.1","stromal cells",NA
"I5.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"E19.B002436.3_39_F.1.1","stromal cells",NA
"G1.B002436.3_39_F.1.1","basal cells","2"
"H4.B002436.3_39_F.1.1","basal cells","2"
"I7.B002436.3_39_F.1.1","basal cells","2"
"J12.B002436.3_39_F.1.1","luminal progenitors",NA
"J11.B002436.3_39_F.1.1","luminal progenitors",NA
"K19.B002436.3_39_F.1.1","stromal cells",NA
"M1.B002436.3_39_F.1.1","basal cells","1"
"N6.B002436.3_39_F.1.1","basal cells","1"
"K18.B002436.3_39_F.1.1","stromal cells",NA
"L22.B002436.3_39_F.1.1","basal cells","2"
"N5.B002436.3_39_F.1.1","basal cells","1"
"O8.B002436.3_39_F.1.1","basal cells","2"
"P13.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"O9.B002436.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"E20.B002436.3_39_F.1.1","stromal cells",NA
"G2.B002436.3_39_F.1.1","basal cells","2"
"H5.B002436.3_39_F.1.1","basal cells","Fos+"
"I8.B002436.3_39_F.1.1","basal cells","2"
"J13.B002436.3_39_F.1.1","luminal progenitors",NA
"K20.B002436.3_39_F.1.1","basal cells",NA
"M2.B002436.3_39_F.1.1","basal cells","2"
"N7.B002436.3_39_F.1.1","basal cells","2"
"O11.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"P15.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"P14.B002436.3_39_F.1.1","luminal progenitors",NA
"H6.B002436.3_39_F.1.1","basal cells","2"
"I9.B002436.3_39_F.1.1","basal cells","Chac1+Mthfd2+"
"J14.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"K21.B002436.3_39_F.1.1","basal cells","2"
"M3.B002436.3_39_F.1.1","basal cells","Id1+Id2+Pdfgrl+Wnt10a"
"N8.B002436.3_39_F.1.1","basal cells","Fos+"
"O13.B002436.3_39_F.1.1","hormone responsive luminal cells",NA
"P16.B002436.3_39_F.1.1","stromal cells",NA
"E21.B002436.3_39_F.1.1","basal cells","2"
