"","plate.barcode","annotation","subannotation"
"P19.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"J22.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"M2.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"N8.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"O17.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"P20.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"O18.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"P21.MAA000508.3_9_M.1.1","MAA000508","Macrophages/Dendritic cells/Monocytes and others",NA
"K2.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"M3.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"N9.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"K3.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"M4.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"N11.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"O19.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"P22.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"K4.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"M5.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"N12.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"O20.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"G18.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"K5.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"M6.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"N14.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"O21.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"H1.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"K7.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"M7.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"N16.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"O22.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"H3.MAA000508.3_9_M.1.1","MAA000508","Marginal Zone B cells",NA
"K9.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"M8.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"N18.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"P1.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"H10.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"K19.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"M9.MAA000508.3_9_M.1.1","MAA000508","9CD8+ T cells",NA
"N19.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"P2.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"H21.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"K21.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"M10.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"N20.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"P3.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"I1.MAA000508.3_9_M.1.1","MAA000508","Macrophages/Dendritic cells/Monocytes and others",NA
"K22.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"M11.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"N21.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"P4.MAA000508.3_9_M.1.1","MAA000508","Marginal Zone B cells",NA
"I2.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"L2.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"M12.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"O1.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"P5.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"I3.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"L3.MAA000508.3_9_M.1.1","MAA000508","T1/T2/Follicular B cells",NA
"M13.MAA000508.3_9_M.1.1","MAA000508","Natural Killer cells",NA
"O2.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"P6.MAA000508.3_9_M.1.1","MAA000508","CD4+ T cells",NA
"A4.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"B10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C13.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"D17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F1.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A5.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"B11.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"C14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D18.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"F2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H8.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"I10.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"I9.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"J13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M1.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"N5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B12.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"C15.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"D19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A6.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"K22.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"M4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N8.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"A7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F4.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L1.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"M5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D22.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"F7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F5.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"G9.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F8.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"G11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H13.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"I15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M6.MAA000559.3_8_M.1.1","MAA000559","Natural Killer cells",NA
"N10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M7.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"C20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E3.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F9.MAA000559.3_8_M.1.1","MAA000559","Natural Killer cells",NA
"G12.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"H14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"J20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"N11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"L4.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"M8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F10.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"G13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I17.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"J21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M9.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"A14.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"A12.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B18.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"C21.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E4.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"B19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"M10.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"D1.MAA000559.3_8_M.1.1","MAA000559","9CD8+ T cells",NA
"C22.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E7.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"F12.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"G15.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E5.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F11.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G14.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I18.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"J22.MAA000559.3_8_M.1.1","MAA000559","CD4+ T cells",NA
"L6.MAA000559.3_8_M.1.1","MAA000559","Macrophages/Dendritic cells/Monocytes and others",NA
"H17.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"A18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"B21.MAA000559.3_8_M.1.1","MAA000559","Marginal Zone B cells",NA
"D2.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"E8.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"F13.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"G16.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"H18.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I19.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
"I20.MAA000559.3_8_M.1.1","MAA000559","T1/T2/Follicular B cells",NA
