"","annotation","subannotation"
"L10.MAA000385.3_10_M.1.1","Neutrophils",NA
"N15.MAA000385.3_10_M.1.1","B-cells",NA
"P10.MAA000385.3_10_M.1.1","T-cells",NA
"B10.MAA000385.3_10_M.1.1","Mono/macro/DCs",NA
"D12.MAA000385.3_10_M.1.1","T-cells",NA
"F12.MAA000385.3_10_M.1.1","NK-cells",NA
"H14.MAA000385.3_10_M.1.1","B-cells",NA
"J13.MAA000385.3_10_M.1.1","T-cells",NA
"P11.MAA000385.3_10_M.1.1","Multipotent Progenitors",NA
"L11.MAA000385.3_10_M.1.1","B-cells",NA
"N16.MAA000385.3_10_M.1.1","Neutrophils",NA
"B11.MAA000385.3_10_M.1.1","Granulocytes",NA
"D13.MAA000385.3_10_M.1.1","Neutrophils",NA
"F13.MAA000385.3_10_M.1.1","B-cells",NA
"H15.MAA000385.3_10_M.1.1","B-cells",NA
"J14.MAA000385.3_10_M.1.1","B-cells",NA
"L13.MAA000385.3_10_M.1.1","Granulocytes",NA
"N17.MAA000385.3_10_M.1.1","Endothelial",NA
"P12.MAA000385.3_10_M.1.1","Mono/macro/DCs",NA
"B12.MAA000385.3_10_M.1.1","T-cells",NA
"D14.MAA000385.3_10_M.1.1","B-cells",NA
"F14.MAA000385.3_10_M.1.1","Granulocytes",NA
"H16.MAA000385.3_10_M.1.1","Mono/macro/DCs",NA
"J15.MAA000385.3_10_M.1.1","B-cells",NA
"L14.MAA000385.3_10_M.1.1","Neutrophils",NA
"N21.MAA000385.3_10_M.1.1","Muscle?",NA
"P14.MAA000385.3_10_M.1.1","B-cells",NA
"A13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"B3.MAA000386.3_11_M.1.1","Granulocytes",NA
"B5.MAA000386.3_11_M.1.1","Granulocytes",NA
"B4.MAA000386.3_11_M.1.1","Neutrophils",NA
"B6.MAA000386.3_11_M.1.1","B-cells",NA
"B7.MAA000386.3_11_M.1.1","Granulocytes",NA
"B9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"B11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"B12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"B13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A7.MAA000386.3_11_M.1.1","Granulocytes",NA
"A9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C5.MAA000386.3_11_M.1.1","NK-cells",NA
"D11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"E20.MAA000386.3_11_M.1.1","Endothelial",NA
"G10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H21.MAA000386.3_11_M.1.1","Endothelial",NA
"J11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C7.MAA000386.3_11_M.1.1","B-cells",NA
"D12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F1.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"G11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I2.MAA000386.3_11_M.1.1","Granulocytes",NA
"K22.MAA000386.3_11_M.1.1","Endothelial",NA
"M9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"N18.MAA000386.3_11_M.1.1","Endothelial",NA
"J12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F2.MAA000386.3_11_M.1.1","Granulocytes",NA
"G12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I4.MAA000386.3_11_M.1.1","B-cells",NA
"J13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L1.MAA000386.3_11_M.1.1","B-cells",NA
"L2.MAA000386.3_11_M.1.1","Neutrophils",NA
"M10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"N20.MAA000386.3_11_M.1.1","Endothelial",NA
"M11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F3.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"G13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I7.MAA000386.3_11_M.1.1","Granulocytes",NA
"J14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L3.MAA000386.3_11_M.1.1","Granulocytes",NA
"N21.MAA000386.3_11_M.1.1","Endothelial",NA
"M12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"P6.MAA000386.3_11_M.1.1","Granulocytes",NA
"N22.MAA000386.3_11_M.1.1","Endothelial",NA
"C11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F4.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"G14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I8.MAA000386.3_11_M.1.1","Granulocytes",NA
"J15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L6.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"M13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"P7.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"O1.MAA000386.3_11_M.1.1","T-cells",NA
"P8.MAA000386.3_11_M.1.1","Granulocytes",NA
"C12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F7.MAA000386.3_11_M.1.1","Neutrophils",NA
"G15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L7.MAA000386.3_11_M.1.1","Granulocytes",NA
"M14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"O3.MAA000386.3_11_M.1.1","Granulocytes",NA
"C13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D17.MAA000386.3_11_M.1.1","Endothelial",NA
"F9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J17.MAA000386.3_11_M.1.1","Endothelial",NA
"L8.MAA000386.3_11_M.1.1","Neutrophils",NA
"P9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D21.MAA000386.3_11_M.1.1","Endothelial",NA
"F10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G19.MAA000386.3_11_M.1.1","Endothelial",NA
"I11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J19.MAA000386.3_11_M.1.1","Endothelial",NA
"O4.MAA000386.3_11_M.1.1","Granulocytes",NA
"L9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"E1.MAA000386.3_11_M.1.1","Granulocytes",NA
"F11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G22.MAA000386.3_11_M.1.1","Endothelial",NA
"I12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J20.MAA000386.3_11_M.1.1","Endothelial",NA
"L10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M19.MAA000386.3_11_M.1.1","Endothelial",NA
"O8.MAA000386.3_11_M.1.1","Granulocytes",NA
"O6.MAA000386.3_11_M.1.1","Granulocytes",NA
"C16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"E2.MAA000386.3_11_M.1.1","Neutrophils",NA
"F12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H1.MAA000386.3_11_M.1.1","Neutrophils",NA
"J21.MAA000386.3_11_M.1.1","Endothelial",NA
"L11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M20.MAA000386.3_11_M.1.1","Endothelial",NA
"P12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"O9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C18.MAA000386.3_11_M.1.1","Endothelial",NA
"E3.MAA000386.3_11_M.1.1","T-cells",NA
"F13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H2.MAA000386.3_11_M.1.1","Granulocytes",NA
"I14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"K3.MAA000386.3_11_M.1.1","Granulocytes",NA
"P13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M21.MAA000386.3_11_M.1.1","Endothelial",NA
"O10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"P14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C20.MAA000386.3_11_M.1.1","Endothelial",NA
"E4.MAA000386.3_11_M.1.1","Granulocytes",NA
"F14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H3.MAA000386.3_11_M.1.1","Neutrophils",NA
"I15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"K4.MAA000386.3_11_M.1.1","Neutrophils",NA
"M22.MAA000386.3_11_M.1.1","Endothelial",NA
"O11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C21.MAA000386.3_11_M.1.1","Endothelial",NA
"E5.MAA000386.3_11_M.1.1","Granulocytes",NA
"F15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H5.MAA000386.3_11_M.1.1","NK-cells",NA
"K6.MAA000386.3_11_M.1.1","Granulocytes",NA
"N1.MAA000386.3_11_M.1.1","Granulocytes",NA
"O12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"P16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"E7.MAA000386.3_11_M.1.1","Granulocytes",NA
"F16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H6.MAA000386.3_11_M.1.1","Granulocytes",NA
"I18.MAA000386.3_11_M.1.1","Endothelial",NA
"K7.MAA000386.3_11_M.1.1","Granulocytes",NA
"N2.MAA000386.3_11_M.1.1","Granulocytes",NA
"O13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"C22.MAA000386.3_11_M.1.1","Endothelial",NA
"K9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L17.MAA000386.3_11_M.1.1","Endothelial",NA
"N3.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"O14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"P19.MAA000386.3_11_M.1.1","Endothelial",NA
"D1.MAA000386.3_11_M.1.1","T-cells",NA
"E8.MAA000386.3_11_M.1.1","B-cells",NA
"F17.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H7.MAA000386.3_11_M.1.1","Neutrophils",NA
"I19.MAA000386.3_11_M.1.1","Endothelial",NA
"D2.MAA000386.3_11_M.1.1","Neutrophils",NA
"P20.MAA000386.3_11_M.1.1","Endothelial",NA
"E9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F18.MAA000386.3_11_M.1.1","Endothelial",NA
"H9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"I22.MAA000386.3_11_M.1.1","Endothelial",NA
"K10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L20.MAA000386.3_11_M.1.1","Endothelial",NA
"O15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D3.MAA000386.3_11_M.1.1","Granulocytes",NA
"P22.MAA000386.3_11_M.1.1","Endothelial",NA
"E10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F19.MAA000386.3_11_M.1.1","Endothelial",NA
"H10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J1.MAA000386.3_11_M.1.1","T-cells",NA
"K11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L21.MAA000386.3_11_M.1.1","Endothelial",NA
"O16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"N11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"O17.MAA000386.3_11_M.1.1","Endothelial",NA
"B15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D4.MAA000386.3_11_M.1.1","Granulocytes",NA
"E11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"F20.MAA000386.3_11_M.1.1","Endothelial",NA
"H11.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J3.MAA000386.3_11_M.1.1","Neutrophils",NA
"K12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"L22.MAA000386.3_11_M.1.1","Endothelial",NA
"K13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M1.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"N12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"O18.MAA000386.3_11_M.1.1","Endothelial",NA
"B16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D5.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"E12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G1.MAA000386.3_11_M.1.1","Granulocytes",NA
"H12.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J4.MAA000386.3_11_M.1.1","Granulocytes",NA
"D6.MAA000386.3_11_M.1.1","Granulocytes",NA
"E13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G2.MAA000386.3_11_M.1.1","Neutrophils",NA
"H13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J6.MAA000386.3_11_M.1.1","Granulocytes",NA
"B17.MAA000386.3_11_M.1.1","Endothelial",NA
"K14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"B20.MAA000386.3_11_M.1.1","Endothelial",NA
"D7.MAA000386.3_11_M.1.1","Neutrophils",NA
"E14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G3.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"M2.MAA000386.3_11_M.1.1","T-cells",NA
"H14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J7.MAA000386.3_11_M.1.1","Granulocytes",NA
"N13.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"O19.MAA000386.3_11_M.1.1","Endothelial",NA
"K15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"B21.MAA000386.3_11_M.1.1","Endothelial",NA
"D8.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"E15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"M4.MAA000386.3_11_M.1.1","Neutrophils",NA
"N14.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"G7.MAA000386.3_11_M.1.1","Neutrophils",NA
"H15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J8.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"M6.MAA000386.3_11_M.1.1","Granulocytes",NA
"N15.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"O22.MAA000386.3_11_M.1.1","Endothelial",NA
"C1.MAA000386.3_11_M.1.1","Granulocytes",NA
"N16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"D9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"E18.MAA000386.3_11_M.1.1","Endothelial",NA
"G8.MAA000386.3_11_M.1.1","Granulocytes",NA
"H16.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"K19.MAA000386.3_11_M.1.1","Endothelial",NA
"M7.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"E19.MAA000386.3_11_M.1.1","Endothelial",NA
"G9.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"H17.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"J10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"K20.MAA000386.3_11_M.1.1","Endothelial",NA
"M8.MAA000386.3_11_M.1.1","Mono/macro/DCs",NA
"N17.MAA000386.3_11_M.1.1","Endothelial",NA
"C4.MAA000386.3_11_M.1.1","Granulocytes",NA
"D10.MAA000386.3_11_M.1.1","Multipotent Progenitors",NA
"A8.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"C1.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"D19.MAA000388.3_11_M.1.1","Endothelial",NA
"F10.MAA000388.3_11_M.1.1","Neutrophils",NA
"H5.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"J6.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"H6.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"J7.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"A9.MAA000388.3_11_M.1.1","Granulocytes",NA
"C2.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"F13.MAA000388.3_11_M.1.1","Mono/macro/DCs",NA
"J8.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"A10.MAA000388.3_11_M.1.1","Mono/macro/DCs",NA
"C3.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"D22.MAA000388.3_11_M.1.1","Endothelial?",NA
"F14.MAA000388.3_11_M.1.1","Neutrophils",NA
"H7.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"H8.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"J10.MAA000388.3_11_M.1.1","Neutrophils",NA
"A11.MAA000388.3_11_M.1.1","T-cells",NA
"C4.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"E1.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"J11.MAA000388.3_11_M.1.1","Granulocytes",NA
"A12.MAA000388.3_11_M.1.1","Mono/macro/DCs",NA
"C5.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"E3.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"F19.MAA000388.3_11_M.1.1","Endothelial",NA
"H9.MAA000388.3_11_M.1.1","Mono/macro/DCs",NA
"J12.MAA000388.3_11_M.1.1","T-cells",NA
"A14.MAA000388.3_11_M.1.1","Neutrophils",NA
"C6.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"E5.MAA000388.3_11_M.1.1","Multipotent Progenitors",NA
"F20.MAA000388.3_11_M.1.1","Endothelial",NA
"H11.MAA000388.3_11_M.1.1","Neutrophils",NA
"F22.MAA000388.3_11_M.1.1","Endothelial?",NA
"H14.MAA000388.3_11_M.1.1","Neutrophils",NA
"J13.MAA000388.3_11_M.1.1","Neutrophils",NA
"A15.MAA000388.3_11_M.1.1","Granulocytes",NA
