"","plate.barcode","annotation","subannotation"
"E2.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"F4.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"I10.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"G6.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"H9.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"J12.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"K17.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"L22.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"N8.D042186.3_8_M.1.1","D042186","endothelial cells",NA
"O10.D042186.3_8_M.1.1","D042186","B cells",NA
"P13.D042186.3_8_M.1.1","D042186","T cells",NA
"I11.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"A18.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"B20.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"D1.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"E3.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"F5.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"G7.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"H10.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"I12.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"J14.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"K20.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"M2.D042186.3_8_M.1.1","D042186","endothelial cells",NA
"N10.D042186.3_8_M.1.1","D042186","endothelial cells","Jun-negative"
"J13.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"K18.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"M1.D042186.3_8_M.1.1","D042186","endothelial cells","Jun-negative"
"N9.D042186.3_8_M.1.1","D042186","endothelial cells","Jun-negative"
"O11.D042186.3_8_M.1.1","D042186","T cells",NA
"P14.D042186.3_8_M.1.1","D042186","T cells",NA
"O12.D042186.3_8_M.1.1","D042186","B cells",NA
"G8.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"H11.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"I13.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"J15.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"K21.D042186.3_8_M.1.1","D042186","endothelial cells","Jun-negative"
"M3.D042186.3_8_M.1.1","D042186","endothelial cells",NA
"N11.D042186.3_8_M.1.1","D042186","endothelial cells",NA
"O13.D042186.3_8_M.1.1","D042186","macrophages",NA
"P17.D042186.3_8_M.1.1","D042186","B cells",NA
"P16.D042186.3_8_M.1.1","D042186","B cells",NA
"A20.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"A19.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"B21.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"D2.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"E4.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"F6.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"B22.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"M4.D042186.3_8_M.1.1","D042186","endothelial cells","Jun-positive"
"N12.D042186.3_8_M.1.1","D042186","endothelial cells","Jun-negative"
"O14.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"P18.D042186.3_8_M.1.1","D042186","B cells",NA
"A21.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"C1.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"D4.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"D3.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"E6.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"F8.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"G10.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"E5.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"F7.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"G9.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"H12.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"I14.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"J18.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"K22.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"H13.D042186.3_8_M.1.1","D042186","muscle stem cells",NA
"L1.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"M5.D042186.3_8_M.1.1","D042186","endothelial cells",NA
"I15.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"J19.D042186.3_8_M.1.1","D042186","fibro-/adipogenic progenitors",NA
"N13.D042186.3_8_M.1.1","D042186","endothelial cells",NA
"A1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H3.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I5.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J10.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L15.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M20.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O2.B002765.3_38_F.1.1","B002765","B cells",NA
"P9.B002765.3_38_F.1.1","B002765","macrophages",NA
"A11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"L16.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M21.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"P10.B002765.3_38_F.1.1","B002765","macrophages",NA
"A12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G3.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D18.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I6.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J11.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K14.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"I7.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"B16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C18.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I8.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J13.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K16.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J12.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L18.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"N1.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"K15.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L17.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M22.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"O4.B002765.3_38_F.1.1","B002765","T cells",NA
"P12.B002765.3_38_F.1.1","B002765","macrophages",NA
"H7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I9.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J14.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K17.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"N2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"O6.B002765.3_38_F.1.1","B002765","B cells",NA
"P14.B002765.3_38_F.1.1","B002765","macrophages",NA
"A15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B18.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"C20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"N3.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O7.B002765.3_38_F.1.1","B002765","macrophages",NA
"A16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I10.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J15.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K18.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L20.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"I11.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"A17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E3.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I12.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J17.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K20.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J16.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L22.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"N5.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"K19.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L21.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"N4.B002765.3_38_F.1.1","B002765","endothelial cells",NA
"O8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"P17.B002765.3_38_F.1.1","B002765","macrophages",NA
"P18.B002765.3_38_F.1.1","B002765","macrophages",NA
"H11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I13.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J18.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K21.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M1.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"N6.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O12.B002765.3_38_F.1.1","B002765","macrophages",NA
"P20.B002765.3_38_F.1.1","B002765","macrophages",NA
"A20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"O13.B002765.3_38_F.1.1","B002765","macrophages",NA
"P21.B002765.3_38_F.1.1","B002765","macrophages",NA
"A21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D3.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I15.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J20.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"G10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I14.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J19.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K22.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M2.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"N7.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"L1.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"D4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I16.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J22.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M3.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"M4.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"N9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"N8.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O14.B002765.3_38_F.1.1","B002765","macrophages",NA
"P22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"O15.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"G13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I19.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K1.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L3.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M5.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"N10.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O16.B002765.3_38_F.1.1","B002765","macrophages",NA
"B2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C3.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"M7.B002765.3_38_F.1.1","B002765","endothelial cells",NA
"N11.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"O18.B002765.3_38_F.1.1","B002765","macrophages",NA
"B3.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G14.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"H16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I21.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"L4.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"I22.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"B4.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H18.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"J1.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K4.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K3.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M9.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"N13.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"O21.B002765.3_38_F.1.1","B002765","macrophages",NA
"M8.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"N12.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"O19.B002765.3_38_F.1.1","B002765","macrophages",NA
"G17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"J2.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"L7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"M10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"N16.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"P1.B002765.3_38_F.1.1","B002765","macrophages",NA
"B5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"L8.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M11.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"N17.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"P2.B002765.3_38_F.1.1","B002765","macrophages",NA
"B7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G18.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"J3.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K6.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"F17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A5.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"J4.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K7.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L9.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M12.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"N18.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"P3.B002765.3_38_F.1.1","B002765","macrophages",NA
"F18.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"A6.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E17.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"G21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I1.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J5.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K8.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L10.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M13.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"P4.B002765.3_38_F.1.1","B002765","macrophages",NA
"L11.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M15.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"N20.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"P5.B002765.3_38_F.1.1","B002765","macrophages",NA
"A7.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B10.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"J6.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K9.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"G22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I2.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J7.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K10.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L12.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M16.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"N21.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"P6.B002765.3_38_F.1.1","B002765","macrophages",NA
"A8.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B11.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C13.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E18.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F21.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H1.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I3.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J8.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K11.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L13.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M18.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-negative"
"N22.B002765.3_38_F.1.1","B002765","endothelial cells","Jun-positive"
"P7.B002765.3_38_F.1.1","B002765","macrophages",NA
"D15.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C14.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"D16.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"E20.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"F22.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"H2.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"I4.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"J9.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"K12.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"L14.B002765.3_38_F.1.1","B002765","fibro-/adipogenic progenitors",NA
"M19.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"P8.B002765.3_38_F.1.1","B002765","macrophages",NA
"A9.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"B12.B002765.3_38_F.1.1","B002765","muscle stem cells",NA
"C20.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C21.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"C22.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B13.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"D9.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B12.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B14.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"D10.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B15.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"D11.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
"B17.B002769.3_39_F.1.1","B002769","muscle stem cells",NA
