"","plate.barcode","annotation","subannotation"
"C18.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E1.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"J16.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K21.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I11.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"C19.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E2.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F20.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H2.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"I12.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J18.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A12.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B15.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"K22.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A13.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B16.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"C21.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"J19.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L3.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"E3.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"F21.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H4.B002762.3_39_F.1.1","D042180","satellite cells 1","satellite cells 1"
"I13.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"I14.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J20.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L4.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A15.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"A14.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B17.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"C22.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E4.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G1.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H6.B002762.3_39_F.1.1","D042180","satellite cells 1","satellite cells 1"
"B19.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"I15.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J22.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L5.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D1.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E5.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G2.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H7.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"A16.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B20.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D2.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E7.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"A17.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B21.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"D3.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E8.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G4.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H10.B002762.3_39_F.1.1","D042180","satellite cells 1","satellite cells 1"
"G3.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"I18.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K2.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H9.B002762.3_39_F.1.1","D042180","satellite cells 1","satellite cells 1"
"I16.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K1.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D4.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"E12.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"G5.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"H13.B002762.3_39_F.1.1","D042180","satellite cells 1","satellite cells 1"
"I19.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K3.B002762.3_39_F.1.1","D042180","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A18.B002762.3_39_F.1.1","D042180","satellite cells 2","satellite cells 2"
"B22.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"I20.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K4.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A20.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"A19.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D5.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"E14.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G6.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"H14.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C2.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"A21.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C3.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D6.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D7.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"E16.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G8.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"E15.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G7.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"H15.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"I21.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L11.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H16.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"J1.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A22.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C4.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"K6.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L12.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D8.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"E20.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G9.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"H17.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"J3.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K7.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"L13.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"B2.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"B1.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C6.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D10.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"F1.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C5.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D9.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"E21.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"G10.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"H18.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"J4.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K8.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"G11.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"A1.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"B3.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C7.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"H19.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D11.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"F3.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"J5.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K9.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"H20.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"A2.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"B4.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C8.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D12.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"F4.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"J6.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"G13.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"H21.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"K10.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J7.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"A3.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"B5.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C9.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D13.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"F5.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G15.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"H22.B002762.3_39_F.1.1","MAA001454","satellite cells 1","satellite cells 1"
"J8.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K12.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K11.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"D14.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"F6.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G16.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"I1.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J9.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K13.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"B6.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C10.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"I2.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"J10.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"K14.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"M4.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N13.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O22.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"A5.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"B7.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"C11.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"D15.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"F7.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"G17.B002762.3_39_F.1.1","MAA001454","satellite cells 2","satellite cells 2"
"M5.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N15.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"M7.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N17.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"P3.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M8.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N18.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"P5.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M10.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N19.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"M11.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N21.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"P9.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M13.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"M12.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N22.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"P11.B002762.3_39_F.1.1","MAA001454","macrophages","macrophages"
"M14.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O2.B002762.3_39_F.1.1","MAA001454","macrophages","macrophages"
"P14.B002762.3_39_F.1.1","MAA001454","macrophages","macrophages"
"M15.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O3.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"P15.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M16.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O4.B002762.3_39_F.1.1","MAA001454","macrophages","macrophages"
"P16.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M17.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O5.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M20.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O7.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"P20.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M19.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O6.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"P19.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M21.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O10.B002762.3_39_F.1.1","MAA001454","macrophages","macrophages"
"P21.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"N1.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O11.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"O13.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"L15.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N4.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"L16.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O14.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"N6.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"L18.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"O15.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"N9.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O16.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"L22.B002762.3_39_F.1.1","MAA001454","fibro/adipogenic progenitors","fibro/adipogenic progenitors"
"N10.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O19.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"N11.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O20.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
"M3.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"N12.B002762.3_39_F.1.1","MAA001454","endothelial cells","endothelial cells"
"O21.B002762.3_39_F.1.1","MAA001454","B cells & T-cells","B cells & T-cells"
