,plate.barcode,annotation,subannotation
H16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
I17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
J19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
M4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
J20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
D7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H17.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
I19.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
J21.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
L2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
H18.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
I20.B000827.3_38_F.1.1,B000827,thymocyte_2_DP_favoring CD8 differentiation,NA
J22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L3.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
M7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D10.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
A1.B000827.3_38_F.1.1,B000827,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
E11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
G16.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
E12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
E13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
G18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
I21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L4.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
M8.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
L5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E14.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
F17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
G19.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
J1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
M10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
M9.B000827.3_38_F.1.1,B000827,thymocyte_2_DP_favoring CD8 differentiation,NA
K4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
L7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
M11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
B8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B7.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
D14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
F18.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
G20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
H22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
J2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
G21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
B9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
F20.B000827.3_38_F.1.1,B000827,thymocyte_2_DP_favoring CD8 differentiation,NA
G22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
I2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
L9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
K5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M12.B000827.3_38_F.1.1,B000827,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
F21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K7.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
L11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
M14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
A8.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
D16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
E19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
L13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
B12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
D17.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
H2.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
I4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
G1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
A11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
C15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D19.B000827.3_38_F.1.1,B000827,thymocyte_2_DP_favoring CD8 differentiation,NA
G2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
H4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
H3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
J8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
L15.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
I5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DP
J7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
K9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
L14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
M16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
M17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P2.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O2.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
O4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
O3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O5.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P8.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
N3.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
O6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N4.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
O7.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N5.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
O8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N6.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N7.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
O10.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
P14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N8.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O11.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
P15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N9.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
N11.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N12.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
N13.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N14.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P20.B000827.3_38_F.1.1,B000827,thymocyte_3_DP_favoring CD8 differentation,NA
P19.B000827.3_38_F.1.1,B000827,thymocyte_5_DN1,NA
N15.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
P21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N16.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N17.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
O20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,Immature_SP_CD8
N18.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O21.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
N19.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
O22.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
N20.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
P1.B000827.3_38_F.1.1,B000827,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E6.B003284.3_39_F.1.1,B003284,stromal_mesenchymal stem cell,NA
L8.B003284.3_39_F.1.1,B003284,stromal_mesenchymal stem cell,NA
M7.B003284.3_39_F.1.1,B003284,stromal_mesenchymal stem cell,NA
I1.B003284.3_39_F.1.1,B003284,stromal_mesenchymal stem cell,NA
A2.B003284.3_39_F.1.1,B003284,thymocyte_3_DP_favoring CD8 differentation,NA
D1.B003284.3_39_F.1.1,B003284,thymocyte_4_DP_rapidly dividing_favoring CD8 differenation,NA
I8.B003284.3_39_F.1.1,B003284,stromal_mesenchymal stem cell,NA
L8.B003285.3_38_F.1.1,B003285,thymocyte_2_DP_favoring CD8 differentiation,NA
M14.B003285.3_38_F.1.1,B003285,thymocyte_2_DP_favoring CD8 differentiation,NA
B9.B003285.3_38_F.1.1,B003285,thymocyte_3_DP_favoring CD8 differentation,NA
M17.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
O1.B003285.3_38_F.1.1,B003285,thymocyte_3_DP_favoring CD8 differentation,NA
C6.B003285.3_38_F.1.1,B003285,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
D15.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
P11.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
E2.B003285.3_38_F.1.1,B003285,thymocyte_2_DP_favoring CD8 differentiation,NA
E1.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
E7.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
A6.B003285.3_38_F.1.1,B003285,thymocyte_3_DP_favoring CD8 differentation,NA
H15.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
A5.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
F12.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
I4.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
J19.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
A15.B003285.3_38_F.1.1,B003285,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
K13.B003285.3_38_F.1.1,B003285,stromal_mesenchymal stem cell,NA
L4.B003285.3_38_F.1.1,B003285,thymocyte_3_DP_favoring CD8 differentation,NA
A13.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
F2.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
G4.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H6.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
I8.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G5.B003291.3_39_F.1.1,B003291,stromal_mesenchymal stem cell,NA
H7.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
I9.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
A14.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
E1.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
A15.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E2.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
F4.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G6.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
I10.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,DP
A16.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
B20.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
I11.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E3.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G7.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H9.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
F6.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G8.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H10.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
I12.B003291.3_39_F.1.1,B003291,thymocyte_5_DN1,NA
C1.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
D3.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E5.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
F7.B003291.3_39_F.1.1,B003291,thymocyte_5_DN1,NA
G9.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
I13.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
A19.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
C2.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
D4.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E6.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
F8.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G10.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H12.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E7.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
F9.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
G11.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H13.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,DP
A20.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
C3.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,DN4
D5.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
D6.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E8.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
F10.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G12.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H14.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
B1.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
C4.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G13.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
H15.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
B2.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
C5.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
D7.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E9.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
F11.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
C6.B003291.3_39_F.1.1,B003291,thymocyte_1_mix of DN4_DP_immatureSPs,immature_SP_CD4
D8.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
F12.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
G14.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
B4.B003291.3_39_F.1.1,B003291,thymocyte_5_DN1,NA
C7.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
D9.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
F13.B003291.3_39_F.1.1,B003291,thymocyte_2_DP_favoring CD8 differentiation,NA
G15.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
E11.B003291.3_39_F.1.1,B003291,thymocyte_3_DP_favoring CD8 differentation,NA
